flightId,finalStatus,flightNumber,arrivalAirportFS,divertedAirport,operatedBy,gate,terminal,flightDuration,carrier,equipment,depTimeScheduled,depTimeActual,arrTimeScheduled,arrTimeActual,timezone
1395051756,On Time,497,KCZ,null,null,88,1,70,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,16:55,17:03,18:15,18:13,9
1395051983,Delayed,923,OKA,null,null,9,1,156,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,16:55,17:07,19:25,19:43,9
1395017269,Delayed,723,CTS,null,null,22,1,123,Skymark Airlines,Boeing 737-800 (winglets) Passenger/BBJ2,16:55,17:12,18:35,19:15,9
1395051511,On Time,285,IZO,null,null,14,1,84,JAL,Boeing 767-300 Passenger,16:55,16:59,18:20,18:23,9
1395051697,On Time,439,MYJ,null,null,3,1,81,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,16:55,16:56,18:20,18:17,9
1395065861,On Time,637,IWK,null,Operated by ANA Wings on behalf of ANA,508,2,93,ANA,Boeing 737-800 (winglets) Passenger/BBJ2,16:55,17:07,18:30,18:40,9
1395065561,On Time,265,FUK,null,null,60,2,112,ANA,Boeing 787-9,17:00,17:10,19:00,19:02,9
1395051563,On Time,327,FUK,null,null,7,1,120,JAL,Airbus A350-900,17:00,17:14,19:00,19:14,9
1395065767,On Time,557,HKD,null,null,51,2,98,ANA,Airbus A321neo,17:00,17:01,18:30,18:39,9
1395065603,On Time,35,ITM,null,null,63,2,66,ANA,Boeing 787-10,17:00,17:13,18:10,18:19,9
1395065901,Delayed,73,CTS,null,null,57,2,113,ANA,Boeing 777-200 / 200ER,17:00,17:09,18:45,19:02,9
1395045892,Delayed,67,OBO,null,null,51,2,111,Air Do,Boeing 737-700 (winglets) Passenger/BBJ1,17:05,17:14,18:40,19:05,9
1395051192,On Time,159,MSJ,null,null,31,1,84,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:05,17:14,18:30,18:38,9
1395017208,On Time,521,OKA,null,null,19,1,151,Skymark Airlines,Boeing 737-800 (winglets) Passenger/BBJ2,17:05,17:08,19:50,19:39,9
1395077423,On Time,633,SIN,null,null,110,3,400,Singapore Airlines,Boeing 777-300ER,17:05,17:03,23:05,22:43,null
1394996590,On Time,85,KKJ,null,null,2,1,104,StarFlyer,Airbus A320 (sharklets),17:10,17:09,18:55,18:53,9
1395036746,Delayed,896,PVG,null,null,105,3,181,Shanghai Airlines,Boeing 787-9,17:10,21:55,19:20,23:56,-6
1395051377,On Time,239,OKJ,null,null,12,1,71,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:10,17:25,18:25,18:36,9
1394996295,On Time,97,OIT,null,null,52,2,86,Solaseed Air,Boeing 737-800 (winglets) Passenger/BBJ2,17:15,17:24,18:50,18:50,9
1395051802,On Time,569,MMB,null,null,18,1,112,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:15,17:17,19:10,19:09,9
1395051840,On Time,589,HKD,null,null,13,1,97,JAL,Boeing 767-300 Passenger,17:15,17:16,18:45,18:53,9
1395066101,On Time,963,PEK,null,null,133,3,237,ANA,Boeing 767-300 (winglets) Passenger,17:15,17:18,20:15,20:15,-6
1395091763,On Time,882,ORD,null,null,106A,3,732,United Airlines,Boeing 787-10,17:15,17:09,15:25,15:21,-5
1395045915,Delayed,87,AKJ,null,null,55,2,122,Air Do,Boeing 767-381(ER) Passenger,17:15,17:35,18:50,19:37,9
1395051975,On Time,89,PVG,null,null,null,3,181,JAL,Boeing 767-300 (winglets) Passenger,17:20,17:41,19:45,19:42,-6
1395065546,On Time,285,TKS,null,Operated by ANA Wings on behalf of ANA,null,2,68,ANA,Boeing 737-800 (winglets) Passenger/BBJ2,17:20,17:25,18:35,18:33,9
1395051778,On Time,557,AKJ,null,null,11,1,112,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:25,17:28,19:15,19:20,9
1395051182,On Time,16,LAX,null,null,146,3,618,JAL,Airbus A350-1000,17:25,17:30,11:45,11:48,-7
1395017193,Delayed,23,FUK,null,null,20,1,109,Skymark Airlines,Boeing 737MAX 8 Passenger,17:25,17:52,19:25,19:41,9
1395051798,Delayed,525,CTS,null,null,16,1,114,JAL,Airbus A350-900,17:30,17:36,19:15,19:30,9
1395065799,On Time,595,MYJ,null,null,62,2,78,ANA,Boeing 787-8,17:30,17:36,18:55,18:54,9
1395051799,On Time,545,KUH,null,null,33,1,109,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:30,17:36,19:15,19:25,9
1395051247,On Time,179,GAJ,null,Operated by J-Air on behalf of JAL,21,1,65,JAL,Embraer 190,17:30,17:40,18:35,18:45,9
1395064260,On Time,790,PKX,null,null,135,3,214,China Eastern Airlines,Airbus A321 (sharklets),17:35,17:31,20:40,20:05,-6
1395051823,Delayed,579,OBO,null,null,14,1,115,JAL,Boeing 767-300 Passenger,17:35,18:06,19:20,20:01,9
1395051942,On Time,637,KMJ,null,null,87,1,101,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:35,17:40,19:20,19:21,9
1395051173,On Time,131,ITM,null,null,10,1,60,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:35,17:46,18:40,18:46,9
1395065835,Delayed,613,KMI,null,null,509,2,91,ANA,Airbus A321neo,17:35,18:18,19:15,19:49,9
1394996546,On Time,15,UBJ,null,null,1,1,88,StarFlyer,Airbus A320 (sharklets),17:40,18:01,19:20,19:29,9
1395065773,On Time,537,TAK,null,null,47,2,67,ANA,Boeing 787-8,17:40,17:48,18:55,18:55,9
1395065886,Delayed,647,KMJ,null,null,null,2,97,ANA,Airbus A321neo,17:40,18:11,19:25,19:48,9
1395086311,On Time,130,EWR,null,null,108A,3,801,United Airlines,Boeing 777-200 / 200ER,17:45,17:35,18:05,17:56,-4
1395051831,Delayed,613,NGS,null,null,5A,1,115,JAL,Boeing 737-800 (winglets) Passenger/BBJ2,17:45,18:21,19:40,20:16,9
1395000419,On Time,168,JFK,null,null,null,3,783,American Airlines,Boeing 787-9,17:45,17:45,18:00,17:48,-4
1395066084,On Time,891,SGN,null,null,107B,3,357,ANA,Boeing 787-10,17:45,18:02,21:55,21:59,null
1395045875,Delayed,31,CTS,null,null,56,2,103,Air Do,Boeing 767-381(ER) Passenger,17:50,17:59,19:20,19:42,9
1395051571,Delayed,329,FUK,null,null,8,1,117,JAL,Boeing 787-8,17:55,18:09,19:50,20:06,9
1395051850,On Time,653,KOJ,null,null,15,1,94,JAL,Boeing 767-300 Passenger,17:55,18:19,19:40,19:53,9
1395017113,On Time,113,UKB,null,null,22,1,70,Skymark Airlines,Boeing 737-800 (winglets) Passenger/BBJ2,17:55,17:55,19:10,19:05,9
1395065850,On Time,657,OKJ,null,Operated by ANA Wings on behalf of ANA,47,2,70,ANA,Boeing 737-800 (winglets) Passenger/BBJ2,17:55,17:55,19:10,19:05,9
1395065619,Delayed,387,YGJ,null,null,57,2,83,ANA,Airbus A321neo,18:00,18:39,19:20,20:02,9
1395065564,On Time,267,FUK,null,null,61,2,116,ANA,Boeing 787-10,18:00,18:00,19:55,19:56,9
1395065947,Delayed,75,CTS,null,null,61,2,95,ANA,Boeing 777-300,18:00,19:58,19:40,21:33,9
1395051223,On Time,133,ITM,null,null,17,1,69,JAL,Airbus A350-900,18:00,18:06,19:05,19:15,9
1395065633,Delayed,407,AXT,null,Operated by ANA Wings on behalf of ANA,506,2,79,ANA,Boeing 737-800 (winglets) Passenger/BBJ2,18:00,18:18,19:10,19:37,9
1395065607,On Time,37,ITM,null,Operated by ANA Wings on behalf of ANA,64,2,59,ANA,Boeing 737-800 (winglets) Passenger/BBJ2,18:00,18:05,19:10,19:04,9
1395006784,On Time,2,YYZ,null,null,149,3,753,Air Canada,Boeing 777-300ER,18:05,17:53,17:30,17:26,-4
